id,status,created,cardId,holderId,amount,merchantName,merchantCategoryType,workspaceId
5253368603738112,confirmed,2024-08-02 15:00:32.318698 UTC,5650928946380800,5663631916138496,8875686,GOOGLE CLOUD PLATFORM,services,4800539376222208
5375169916829696,denied,2024-08-02 15:00:31.711959 UTC,6158986332078080,5723947190452224,7885887,GOOGLE CLOUD PLATFORM,services,6301997028343808
5858327699390464,denied,2024-08-01 15:03:49.340371 UTC,5110309282906112,6024451665690624,8680106,AWS,hotels,5506710584164352
6562015141167104,denied,2024-08-01 15:03:45.382156 UTC,5103761554931712,5398614683680768,4422158,ILEGALIDADES,services,5506710584164352
5518059150245888,denied,2024-08-01 15:03:42.722934 UTC,5723962617102336,4768947748470784,39845996,STARLINK,airlines,5506710584164352
4602914999894016,confirmed,2024-08-01 15:00:41.619368 UTC,5650928946380800,5663631916138496,4742306,GOOGLE CLOUD PLATFORM,services,4800539376222208
5382316742410240,denied,2024-08-01 15:00:41.091183 UTC,6158986332078080,5723947190452224,8306704,GOOGLE CLOUD PLATFORM,services,6301997028343808
6467165351837696,confirmed,2024-08-01 15:00:41.088908 UTC,6206395724595200,5663631916138496,7928784,AMAZON,retail,4800539376222208
5799534126956544,denied,2024-08-01 15:00:40.297768 UTC,5325522896683008,5723947190452224,7489304,FACEBOOK,hotels,6301997028343808
5280214162604032,denied,2024-07-31 15:01:34.054069 UTC,6613311479087104,6024083254804480,5411108,TTFEI LTDA.,hotels,5506710584164352
6572859799371776,denied,2024-07-31 15:01:31.333027 UTC,5240364566839296,5403674566197248,743095,GCP,financial,5506710584164352
6642331801354240,denied,2024-07-31 15:01:28.272581 UTC,5282251470274560,6307421811113984,5066180,GCP,hotels,5506710584164352
5955982706343936,confirmed,2024-07-31 15:00:30.60071 UTC,5650928946380800,5663631916138496,8357989,GOOGLE CLOUD PLATFORM,services,4800539376222208
5090740505935872,denied,2024-07-31 15:00:30.351818 UTC,6158986332078080,5723947190452224,685286,GOOGLE CLOUD PLATFORM,services,6301997028343808
6628118043295744,denied,2024-07-31 15:00:27.905351 UTC,5325522896683008,5723947190452224,6001212,FACEBOOK,hotels,6301997028343808
6272619573673984,confirmed,2024-07-31 15:00:27.265149 UTC,6206395724595200,5663631916138496,8622574,AMAZON,retail,4800539376222208
6494938724302848,denied,2024-07-30 15:00:30.712832 UTC,5325522896683008,5723947190452224,4257294,FACEBOOK,hotels,6301997028343808
6702719410634752,confirmed,2024-07-30 15:00:28.993419 UTC,5650928946380800,5663631916138496,6352004,GOOGLE CLOUD PLATFORM,services,4800539376222208
4992784347955200,denied,2024-07-30 15:00:27.324409 UTC,6158986332078080,5723947190452224,1690254,GOOGLE CLOUD PLATFORM,services,6301997028343808
6288584973746176,denied,2024-07-30 15:00:26.807479 UTC,5186993466114048,5768162595307520,36535313,STARLINK,hotels,5506710584164352
5968072703737856,confirmed,2024-07-30 15:00:26.035294 UTC,6206395724595200,5663631916138496,3817908,AMAZON,retail,4800539376222208
6518900078411776,approved,2024-07-29 22:41:32.329943 UTC,5226907327004672,6565078979575808,36000,GOOGLE CLOUD PLATFORM,airlines,5506710584164352
6607775736004608,denied,2024-07-29 22:26:50.048399 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
5996855393517568,denied,2024-07-29 22:26:49.716386 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6279274726162432,denied,2024-07-29 22:26:49.602071 UTC,5754272234864640,5719540889550848,15902,Manual Cash Disburs,,5506710584164352
5939398830981120,denied,2024-07-29 22:26:49.464556 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6284445313138688,denied,2024-07-29 22:26:49.411129 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
5846439229915136,denied,2024-07-29 22:26:49.161565 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6523137365639168,denied,2024-07-29 22:26:49.159467 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6456696335499264,denied,2024-07-29 22:26:49.067897 UTC,5754272234864640,5719540889550848,21203,Misc Retail,,5506710584164352
4552237506363392,denied,2024-07-29 22:26:49.03384 UTC,5754272234864640,5719540889550848,684,Misc Retail,,5506710584164352
4929788653338624,denied,2024-07-29 22:26:49.025393 UTC,5754272234864640,5719540889550848,31803,Misc Retail,,5506710584164352
5732879623520256,denied,2024-07-29 22:26:49.024221 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
4545648254779392,denied,2024-07-29 22:26:49.018324 UTC,5754272234864640,5719540889550848,0,Misc Retail,,5506710584164352
5332406772957184,denied,2024-07-29 22:26:49.011695 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
6277771051401216,denied,2024-07-29 22:26:48.936247 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6278330370228224,denied,2024-07-29 22:26:48.82195 UTC,5754272234864640,5719540889550848,1500,Misc Retail,,5506710584164352
6425790119936000,denied,2024-07-29 22:26:48.724778 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6220873807691776,denied,2024-07-29 22:26:48.595315 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
5721495359717376,denied,2024-07-29 22:26:48.499879 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
4852787271696384,denied,2024-07-29 22:26:48.320469 UTC,5754272234864640,5719540889550848,41574,Eating Place,,5506710584164352
5652982041411584,denied,2024-07-29 22:26:48.210666 UTC,5754272234864640,5719540889550848,15902,Manual Cash Disburs,,5506710584164352
4870456733597696,denied,2024-07-29 22:26:48.130212 UTC,6417006265892864,5097191899136000,768,Misc Retail,,5506710584164352
6550126671691776,denied,2024-07-29 22:26:47.913486 UTC,5754272234864640,5719540889550848,0,Misc Retail,,5506710584164352
5711082278617088,denied,2024-07-29 22:26:47.812531 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
4769456819535872,denied,2024-07-29 22:26:47.704586 UTC,5754272234864640,5719540889550848,684,Misc Retail,,5506710584164352
5572584296939520,denied,2024-07-29 22:26:47.601876 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
5565995045355520,denied,2024-07-29 22:26:47.403985 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
5714821097979904,denied,2024-07-29 22:26:47.396164 UTC,5754272234864640,5719540889550848,15902,Automated Cash Disb,,5506710584164352
5862840166514688,denied,2024-07-29 22:26:47.088861 UTC,5754272234864640,5719540889550848,15902,Automated Cash Disb,,5506710584164352
5716324772741120,denied,2024-07-29 22:26:47.006689 UTC,5754272234864640,5719540889550848,19106,Merchant Payment,,5506710584164352
6044825782583296,denied,2024-07-29 22:26:47.002979 UTC,5754272234864640,5719540889550848,41574,Eating Place,,5506710584164352
5134262248407040,denied,2024-07-29 22:26:46.59874 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
6636289034027008,denied,2024-07-29 22:26:46.598073 UTC,5754272234864640,5719540889550848,11,Misc Retail,,5506710584164352
5657923854270464,denied,2024-07-29 22:26:46.595767 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
5151931710308352,denied,2024-07-29 22:26:46.360509 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
5709659520368640,denied,2024-07-29 22:26:45.930307 UTC,5754272234864640,5719540889550848,19106,Service Station,,5506710584164352
5009634343518208,denied,2024-07-29 22:26:43.509133 UTC,5754272234864640,5719540889550848,2784,Manual Cash Disburs,,5506710584164352
5211263630049280,denied,2024-07-29 22:26:43.341957 UTC,5754272234864640,5719540889550848,2784,Manual Cash Disburs,,5506710584164352
5987176718270464,denied,2024-07-29 22:25:12.674083 UTC,5754272234864640,5719540889550848,2784,Manual Cash Disburs,,5506710584164352
6251099740700672,denied,2024-07-29 15:00:29.709637 UTC,6613311479087104,6024083254804480,5357746,TTFEI LTDA.,hotels,5506710584164352
5802405748801536,approved,2024-07-29 15:00:26.807051 UTC,6206395724595200,5663631916138496,5506107,AMAZON,retail,4800539376222208
5688149787279360,denied,2024-07-29 15:00:26.309795 UTC,5240364566839296,5403674566197248,8925940,GCP,financial,5506710584164352
6398692365959168,denied,2024-07-29 15:00:26.105788 UTC,6158986332078080,5723947190452224,7843784,GOOGLE CLOUD PLATFORM,services,6301997028343808
6401247066193920,approved,2024-07-29 15:00:26.026061 UTC,5650928946380800,5663631916138496,9798861,GOOGLE CLOUD PLATFORM,services,4800539376222208
5415550259822592,denied,2024-07-29 15:00:25.904594 UTC,5282251470274560,6307421811113984,3111766,GCP,hotels,5506710584164352
5772306617991168,denied,2024-07-29 15:00:25.233862 UTC,5325522896683008,5723947190452224,4447827,FACEBOOK,hotels,6301997028343808
5761235937132544,denied,2024-07-28 15:00:28.512847 UTC,5325522896683008,5723947190452224,888953,FACEBOOK,hotels,6301997028343808
5754196150190080,denied,2024-07-28 15:00:28.507915 UTC,6158986332078080,5723947190452224,7353745,GOOGLE CLOUD PLATFORM,services,6301997028343808
4594749461757952,confirmed,2024-07-28 15:00:28.390599 UTC,6206395724595200,5663631916138496,26743844,AMAZON,retail,4800539376222208
5557091813031936,confirmed,2024-07-28 15:00:28.213808 UTC,5650928946380800,5663631916138496,11180564,GOOGLE CLOUD PLATFORM,services,4800539376222208
5035084071567360,denied,2024-07-27 15:00:31.525551 UTC,5768546659336192,5716938466525184,2223797,MERCHANT CHIQUE,services,5506710584164352
5704718126940160,confirmed,2024-07-27 15:00:28.89517 UTC,5650928946380800,5663631916138496,2103650,GOOGLE CLOUD PLATFORM,services,4800539376222208
6260094643732480,confirmed,2024-07-27 15:00:28.806331 UTC,6158986332078080,5723947190452224,27776889,GOOGLE CLOUD PLATFORM,services,6301997028343808
5456874656759808,denied,2024-07-27 15:00:28.643491 UTC,5325522896683008,5723947190452224,8468457,FACEBOOK,hotels,6301997028343808
5116517456805888,confirmed,2024-07-27 15:00:28.529127 UTC,6206395724595200,5663631916138496,83651076,AMAZON,retail,4800539376222208
5808620499369984,denied,2024-07-27 15:00:28.285142 UTC,5723962617102336,4768947748470784,14646202,STARLINK,airlines,5506710584164352
6169181393256448,denied,2024-07-27 15:00:27.421561 UTC,5714789288378368,6024451665690624,26127648,WWW.HEROKUCHARGE.COM,retail,5506710584164352
4759215369355264,denied,2024-07-26 15:00:35.0706 UTC,5240364566839296,5403674566197248,3746914,GCP,financial,5506710584164352
5168994306752512,confirmed,2024-07-26 15:00:34.748546 UTC,5325522896683008,5723947190452224,5476031,FACEBOOK,hotels,6301997028343808
4555824877797376,confirmed,2024-07-26 15:00:34.656969 UTC,5650928946380800,5663631916138496,1026632,GOOGLE CLOUD PLATFORM,services,4800539376222208
5576171668373504,denied,2024-07-26 15:00:32.780702 UTC,5282251470274560,6307421811113984,3794839,GCP,hotels,5506710584164352
4606044353331200,denied,2024-07-26 15:00:25.124616 UTC,5134431211749376,5870416807591936,3003748,GOOGLE,hotels,5506710584164352
5294696691662848,confirmed,2024-07-26 15:00:24.83746 UTC,6158986332078080,5723947190452224,2297713,GOOGLE CLOUD PLATFORM,services,6301997028343808
6410642642698240,confirmed,2024-07-26 15:00:23.925893 UTC,6206395724595200,5663631916138496,9112832,AMAZON,retail,4800539376222208
4854621994483712,confirmed,2024-07-25 15:00:30.347661 UTC,5325522896683008,5723947190452224,6634638,FACEBOOK,hotels,6301997028343808
4824105714974720,confirmed,2024-07-25 15:00:30.307119 UTC,5650928946380800,5663631916138496,49387962,GOOGLE CLOUD PLATFORM,services,4800539376222208
6451587840999424,confirmed,2024-07-25 15:00:27.376044 UTC,6158986332078080,5723947190452224,38600946,GOOGLE CLOUD PLATFORM,services,6301997028343808
5063622451527680,confirmed,2024-07-25 15:00:26.914167 UTC,6206395724595200,5663631916138496,42105144,AMAZON,retail,4800539376222208
4662311511916544,confirmed,2024-07-24 15:00:34.725292 UTC,5650928946380800,5663631916138496,77214480,GOOGLE CLOUD PLATFORM,services,4800539376222208
5370435118039040,confirmed,2024-07-24 15:00:34.622317 UTC,6158986332078080,5723947190452224,5056239,GOOGLE CLOUD PLATFORM,services,6301997028343808
5641956105388032,confirmed,2024-07-24 15:00:34.110872 UTC,6206395724595200,5663631916138496,3726660,AMAZON,retail,4800539376222208
6602912088195072,confirmed,2024-07-24 15:00:32.403609 UTC,5325522896683008,5723947190452224,69991572,FACEBOOK,hotels,6301997028343808
5090608200810496,denied,2024-07-22 15:01:41.173414 UTC,6613311479087104,6024083254804480,8040990,TTFEI LTDA.,hotels,5506710584164352
6626547360333824,denied,2024-07-22 15:01:37.970615 UTC,6356348417605632,6356426616209408,20584155,GCP,retail,5506710584164352
5625398972907520,denied,2024-07-22 15:01:35.577193 UTC,5065174360784896,5398614683680768,6906260,PAYPAL,airlines,5506710584164352
5368250690961408,denied,2024-07-19 15:03:44.874219 UTC,5084381773299712,5653334832709632,3388304,ORDEM DOIDA,services,5506710584164352
6180908868567040,denied,2024-07-19 15:03:41.918088 UTC,6356348417605632,6356426616209408,22648574,GCP,retail,5506710584164352
6387927164649472,denied,2024-07-19 15:03:38.531432 UTC,5723962617102336,4768947748470784,29102394,STARLINK,airlines,5506710584164352
5635144018821120,denied,2024-07-18 15:00:24.822548 UTC,5136728381718528,6278430421155840,29145348,GOOGLE,airlines,5506710584164352
6725551456780288,denied,2024-07-17 15:01:39.023595 UTC,4755284199211008,5653334832709632,6769835,IFOOD,retail,5506710584164352
6162601503358976,denied,2024-07-17 15:01:37.027555 UTC,5110309282906112,6024451665690624,4104096,AWS,hotels,5506710584164352
6276147620872192,denied,2024-07-17 15:01:34.810837 UTC,5723962617102336,4768947748470784,31489101,STARLINK,airlines,5506710584164352
6093545207234560,confirmed,2024-07-17 15:00:33.923756 UTC,6158986332078080,5723947190452224,8809787,GOOGLE CLOUD PLATFORM,services,6301997028343808
5221573262835712,confirmed,2024-07-17 15:00:33.691909 UTC,5325522896683008,5723947190452224,678743,FACEBOOK,hotels,6301997028343808
6307578929741824,confirmed,2024-07-17 15:00:33.478637 UTC,5650928946380800,5663631916138496,5881076,GOOGLE CLOUD PLATFORM,services,4800539376222208
4798403993141248,confirmed,2024-07-17 15:00:33.251404 UTC,6206395724595200,5663631916138496,1902313,AMAZON,retail,4800539376222208
6181432317706240,denied,2024-07-16 15:00:36.711963 UTC,4668072958885888,5716938466525184,23376198,FACEBOOK,carRental,5506710584164352
5078353283383296,canceled,2024-07-16 15:00:33.613945 UTC,6158986332078080,5723947190452224,0,GOOGLE CLOUD PLATFORM,services,6301997028343808
5250266228064256,confirmed,2024-07-16 15:00:33.513931 UTC,5650928946380800,5663631916138496,3005816,GOOGLE CLOUD PLATFORM,services,4800539376222208
5064067920166912,denied,2024-07-16 15:00:33.0162 UTC,5723962617102336,4768947748470784,50726002,STARLINK,airlines,5506710584164352
5826713049104384,denied,2024-07-16 15:00:32.81314 UTC,5768546659336192,5716938466525184,8936192,MERCHANT CHIQUE,services,5506710584164352
6451223305650176,canceled,2024-07-16 15:00:31.514406 UTC,5325522896683008,5723947190452224,0,FACEBOOK,hotels,6301997028343808
5899957340995584,confirmed,2024-07-16 15:00:28.139588 UTC,6206395724595200,5663631916138496,9369070,AMAZON,retail,4800539376222208
5224300197969920,approved,2024-07-15 16:59:27.800166 UTC,6253321295757312,5398614683680768,10,NEGATIVA AÍ,services,5506710584164352
6610018514239488,denied,2024-07-15 16:58:18.821857 UTC,6253321295757312,5398614683680768,10000,NEGATIVA AÍ,services,5506710584164352
5516480313556992,denied,2024-07-15 15:01:27.509991 UTC,5186993466114048,5768162595307520,31042734,STARLINK,hotels,5506710584164352
5054480882073600,confirmed,2024-07-15 15:00:31.104333 UTC,5325522896683008,5723947190452224,3891001,FACEBOOK,hotels,6301997028343808
5020419576823808,confirmed,2024-07-15 15:00:31.052015 UTC,5650928946380800,5663631916138496,4327155,GOOGLE CLOUD PLATFORM,services,4800539376222208
5303465035169792,confirmed,2024-07-15 15:00:30.409935 UTC,6206395724595200,5663631916138496,8058526,AMAZON,retail,4800539376222208
4608819774619648,confirmed,2024-07-15 15:00:30.341849 UTC,6158986332078080,5723947190452224,9649872,GOOGLE CLOUD PLATFORM,services,6301997028343808
6211052224118784,denied,2024-07-14 15:01:37.115292 UTC,5423331918479360,5398614683680768,5486757,DANDO RUIM MAS BOM,services,5506710584164352
6379392393543680,denied,2024-07-14 15:01:34.587195 UTC,5768546659336192,5716938466525184,5023216,MERCHANT CHIQUE,services,5506710584164352
5166339748528128,denied,2024-07-14 15:01:31.554079 UTC,4590639580708864,5398614683680768,15394796,DANDO RUIM MAS BOM,services,5506710584164352
4925240282972160,confirmed,2024-07-14 15:00:28.480787 UTC,5325522896683008,5723947190452224,4178174,FACEBOOK,hotels,6301997028343808
6573200376856576,confirmed,2024-07-14 15:00:28.141893 UTC,6158986332078080,5723947190452224,4969586,GOOGLE CLOUD PLATFORM,services,6301997028343808
5736063200919552,confirmed,2024-07-14 15:00:28.064927 UTC,6206395724595200,5663631916138496,4964111,AMAZON,retail,4800539376222208
5085761732870144,voided,2024-07-14 15:00:27.346289 UTC,5650928946380800,5663631916138496,0,GOOGLE CLOUD PLATFORM,services,4800539376222208
6135795337396224,denied,2024-07-13 15:01:27.701391 UTC,5136728381718528,6278430421155840,7348865,GOOGLE,airlines,5506710584164352
6474022669778944,canceled,2024-07-13 15:00:32.750356 UTC,5325522896683008,5723947190452224,0,FACEBOOK,hotels,6301997028343808
5548082078941184,canceled,2024-07-13 15:00:32.585338 UTC,6206395724595200,5663631916138496,0,AMAZON,retail,4800539376222208
6673203187417088,confirmed,2024-07-13 15:00:31.019519 UTC,6158986332078080,5723947190452224,858072,GOOGLE CLOUD PLATFORM,services,6301997028343808
6284499453214720,confirmed,2024-07-13 15:00:30.266299 UTC,5650928946380800,5663631916138496,5701560,GOOGLE CLOUD PLATFORM,services,4800539376222208
5509599171969024,denied,2024-07-12 15:01:35.335729 UTC,5691512444682240,5398614683680768,9736875,IFOOD,food,5506710584164352
5552508109848576,denied,2024-07-12 15:01:33.037133 UTC,4647528301592576,5405946780057600,7731099,PARCELADO,services,5506710584164352
4722701637779456,denied,2024-07-12 15:01:30.804767 UTC,5110309282906112,6024451665690624,9255031,AWS,hotels,5506710584164352
6607950420377600,canceled,2024-07-12 15:00:34.644093 UTC,6158986332078080,5723947190452224,0,GOOGLE CLOUD PLATFORM,services,6301997028343808
5334676931608576,confirmed,2024-07-12 15:00:33.229271 UTC,5325522896683008,5723947190452224,4018907,FACEBOOK,hotels,6301997028343808
6622657730576384,confirmed,2024-07-12 15:00:33.063266 UTC,6206395724595200,5663631916138496,2914681,AMAZON,retail,4800539376222208
5456822613835776,confirmed,2024-07-12 15:00:32.964702 UTC,5650928946380800,5663631916138496,5437729,GOOGLE CLOUD PLATFORM,services,4800539376222208
5571110955384832,voided,2024-07-11 15:00:32.617125 UTC,5325522896683008,5723947190452224,0,FACEBOOK,hotels,6301997028343808
6158055616020480,confirmed,2024-07-11 15:00:32.311915 UTC,6206395724595200,5663631916138496,6149622,AMAZON,retail,4800539376222208
5522542727004160,confirmed,2024-07-11 15:00:31.602348 UTC,6158986332078080,5723947190452224,8430660,GOOGLE CLOUD PLATFORM,services,6301997028343808
5289635978674176,confirmed,2024-07-11 15:00:31.316881 UTC,5650928946380800,5663631916138496,8856522,GOOGLE CLOUD PLATFORM,services,4800539376222208
4896621439483904,denied,2024-07-10 15:00:36.643793 UTC,5084381773299712,5653334832709632,3021314,ORDEM DOIDA,services,5506710584164352
4931005471260672,canceled,2024-07-10 15:00:35.706521 UTC,5650928946380800,5663631916138496,0,GOOGLE CLOUD PLATFORM,services,4800539376222208
5442219590811648,denied,2024-07-10 15:00:35.431378 UTC,6206395724595200,5663631916138496,1506717,AMAZON,retail,4800539376222208
6522519762763776,canceled,2024-07-10 15:00:35.202133 UTC,5325522896683008,5723947190452224,0,FACEBOOK,hotels,6301997028343808
5698341778227200,approved,2024-07-10 15:00:34.751773 UTC,6206395724595200,5663631916138496,1506717,AMAZON,retail,4800539376222208
5137903374041088,confirmed,2024-07-10 15:00:33.962553 UTC,6158986332078080,5723947190452224,8179324,GOOGLE CLOUD PLATFORM,services,6301997028343808
5016918071181312,denied,2024-07-10 15:00:32.52918 UTC,4668072958885888,5716938466525184,20196888,FACEBOOK,carRental,5506710584164352
6403186512363520,denied,2024-07-10 15:00:31.890912 UTC,4755284199211008,5653334832709632,3011538,IFOOD,retail,5506710584164352
5951292602056704,denied,2024-07-09 15:00:34.303487 UTC,6253321295757312,5398614683680768,9550564,NEGATIVA AÍ,services,5506710584164352
6215784808316928,confirmed,2024-07-09 15:00:30.816784 UTC,6158986332078080,5723947190452224,8247317,GOOGLE CLOUD PLATFORM,services,6301997028343808
5740741695373312,denied,2024-07-09 15:00:30.638649 UTC,5636170365009920,5112727433379840,3009850,GCP,carRental,5506710584164352
5264266143727616,confirmed,2024-07-09 15:00:30.284712 UTC,5650928946380800,5663631916138496,3554754,GOOGLE CLOUD PLATFORM,services,4800539376222208
5140071661436928,confirmed,2024-07-09 15:00:29.707751 UTC,5325522896683008,5723947190452224,4527751,FACEBOOK,hotels,6301997028343808
6725958203604992,confirmed,2024-07-09 15:00:29.525986 UTC,6206395724595200,5663631916138496,680482,AMAZON,retail,4800539376222208
4701316190306304,denied,2024-07-09 15:00:29.324455 UTC,5110309282906112,6024451665690624,7293144,AWS,hotels,5506710584164352
6038633245048832,denied,2024-07-08 15:00:42.687863 UTC,6253321295757312,5398614683680768,716160,NEGATIVA AÍ,services,5506710584164352
4912733338206208,denied,2024-07-08 15:00:38.124875 UTC,5065174360784896,5398614683680768,8053817,PAYPAL,airlines,5506710584164352
4641461526069248,canceled,2024-07-08 15:00:37.616211 UTC,6206395724595200,5663631916138496,0,AMAZON,retail,4800539376222208
6093342538465280,confirmed,2024-07-08 15:00:36.528239 UTC,6158986332078080,5723947190452224,2120287,GOOGLE CLOUD PLATFORM,services,6301997028343808
5751803920515072,confirmed,2024-07-08 15:00:36.525021 UTC,5650928946380800,5663631916138496,5810394,GOOGLE CLOUD PLATFORM,services,4800539376222208
5179009230962688,denied,2024-07-08 15:00:33.767092 UTC,5714789288378368,6024451665690624,19173835,WWW.HEROKUCHARGE.COM,retail,5506710584164352
6030195043598336,confirmed,2024-07-08 15:00:33.073408 UTC,5325522896683008,5723947190452224,1297235,FACEBOOK,hotels,6301997028343808
6555307543101440,confirmed,2024-07-07 15:00:33.302352 UTC,6206395724595200,5663631916138496,2230300,AMAZON,retail,4800539376222208
5628898398175232,confirmed,2024-07-07 15:00:33.019998 UTC,6158986332078080,5723947190452224,7339421,GOOGLE CLOUD PLATFORM,services,6301997028343808
4725224998174720,confirmed,2024-07-07 15:00:33.014713 UTC,5650928946380800,5663631916138496,5425661,GOOGLE CLOUD PLATFORM,services,4800539376222208
5992357589680128,denied,2024-07-07 15:00:32.773682 UTC,6613311479087104,6024083254804480,4559422,TTFEI LTDA.,airlines,5506710584164352
6273832566390784,denied,2024-07-07 15:00:32.26527 UTC,5420209343037440,5000776493563904,7150958,STARLINK,hotels,5506710584164352
5347423421464576,confirmed,2024-07-07 15:00:32.106575 UTC,5325522896683008,5723947190452224,3733091,FACEBOOK,hotels,6301997028343808
